ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
DIS,1744489,Walt Disney Co,n/a,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,MISCELLANEOUS AMUSEMENT & RECREATION,DE
DISCK,1437107,Discovery  Inc.,n/a,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,DE
DISH,1001082,DISH Network CORP,1995,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,NV
DIT,928465,AMCON DISTRIBUTING CO,n/a,Consumer Non-Durables,Food Distributors, WHOLESALE,GROCERIES & GENERAL LINE,DE
DJCO,783412,DAILY JOURNAL CORP,n/a,Consumer Services,Newspapers/Magazines, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING,SC
DK,1694426,Delek US Holdings  Inc.,2017,Energy,Integrated oil Companies, PETROLEUM REFINING, PETROLEUM REFINING,DE
DKS,1089063,DICKS SPORTING GOODS INC,2002,Consumer Services,Other Specialty Stores, RETAIL,MISCELLANEOUS SHOPPING GOODS STORES,DE
DLA,1101396,DELTA APPAREL  INC,n/a,Consumer Non-Durables,Apparel, WHOLESALE,APPAREL_ PIECE GOODS & NOTIONS,GA
DLB,1308547,Dolby Laboratories  Inc.,2005,Miscellaneous,Multi-Sector Companies, PATENT OWNERS & LESSORS, PATENT OWNERS & LESSORS,DE
DLHC,785557,DLH Holdings Corp.,n/a,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,NJ
DLPH,1707092,Delphi Technologies PLC,2017,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,Y9
DLPN,1282224,Dolphin Entertainment  Inc.,n/a,Consumer Services,Other Consumer Services, SERVICES,PERSONAL SERVICES,FL
DLR,1297996,DIGITAL REALTY TRUST  INC.,2004,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
DLTH,1649744,DULUTH HOLDINGS INC.,2015,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,APPAREL & ACCESSORY STORES,nan
DLTR,935703,DOLLAR TREE INC,1995,Consumer Services,Department/Specialty Retail Stores, RETAIL,VARIETY STORES,VA
DLX,27996,DELUXE CORP,n/a,Consumer Durables,Publishing, BLANKBOOKS_ LOOSELEAF BINDERS & BOOKBINDING & RELATED WORK, BLANKBOOKS_ LOOSELEAF BINDERS & BOOKBINDING & RELATED WORK,MN
DMRC,1438231,Digimarc CORP,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,OR
DNBF,713671,DNB FINANCIAL CORP /PA/,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,PA
DNKN,1357204,DUNKIN' BRANDS GROUP  INC.,2011,Consumer Services,Restaurants, RETAIL,EATING & DRINKING PLACES,DE
DNLI,1714899,Denali Therapeutics Inc.,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
DNOW,1599617,NOW Inc.,2014,Energy,Metal Fabrications, OIL & GAS FILED MACHINERY & EQUIPMENT, OIL & GAS FILED MACHINERY & EQUIPMENT,DE
DNR,945764,DENBURY RESOURCES INC,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
DO,949039,DIAMOND OFFSHORE DRILLING  INC.,1995,Energy,Oil & Gas Production, DRILLING OIL & GAS WELLS, DRILLING OIL & GAS WELLS,DE
DOC,1574540,Physicians Realty Trust,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
DOCU,1261333,DOCUSIGN  INC.,2018,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
DOMO,1505952,DOMO  INC.,2018,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
DOOR,893691,MASONITE INTERNATIONAL CORP,n/a,Basic Industries,Forest Products, MILLWOOD_ VENEER_ PLYWOOD & STRUCTURAL WOOD MEMBERS, MILLWOOD_ VENEER_ PLYWOOD & STRUCTURAL WOOD MEMBERS,A1
DORM,868780,Dorman Products  Inc.,n/a,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,PA
DOV,29905,DOVER Corp,n/a,Technology,Industrial Machinery/Components, CONSTRUCTION_ MINING & MATERIALS HANDLING MACHINERY & EQUIP, CONSTRUCTION_ MINING & MATERIALS HANDLING MACHINERY & EQUIP,DE
DOVA,1685071,Dova Pharmaceuticals Inc.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
DPLO,1610092,Diplomat Pharmacy  Inc.,2014,Health Care,Medical/Nursing Services, RETAIL,DRUG STORES AND PROPRIETARY STORES,MI
DPZ,1286681,DOMINOS PIZZA INC,2004,Consumer Non-Durables,Food Distributors, WHOLESALE,GROCERIES & RELATED PRODUCTS,nan
DRAD,707388,DIGIRAD CORP,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,DE
DRE,783280,DUKE REALTY CORP,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,IN
DRH,1298946,DiamondRock Hospitality Co,2005,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
DRI,940944,DARDEN RESTAURANTS INC,n/a,Consumer Services,Restaurants, RETAIL,EATING PLACES,FL
DRNA,1399529,Dicerna Pharmaceuticals Inc,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
DRQ,1042893,DRIL-QUIP INC,1997,Energy,Metal Fabrications, OIL & GAS FILED MACHINERY & EQUIPMENT, OIL & GAS FILED MACHINERY & EQUIPMENT,DE
DRRX,1082038,DURECT CORP,2000,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
DS,1175483,Drive Shack Inc.,n/a,Consumer Services,Real Estate Investment Trusts, RETAIL,EATING & DRINKING PLACES,MD
DSKE,1642453,Daseke  Inc.,2015,Consumer Services,Transportation Services, TRANSPORTATION SERVICES, TRANSPORTATION SERVICES,DE
DSPG,915778,DSP GROUP INC /DE/,1994,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
DSS,771999,DOCUMENT SECURITY SYSTEMS INC,n/a,Consumer Durables,Containers/Packaging, PAPERBOARD CONTAINERS & BOXES, PAPERBOARD CONTAINERS & BOXES,NY
DTE,936340,DTE ENERGY CO,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,MI
DUK,1326160,Duke Energy CORP,n/a,Public Utilities,Power Generation, ELECTRIC & OTHER SERVICES COMBINED, ELECTRIC & OTHER SERVICES COMBINED,DE
DVA,927066,DAVITA INC.,n/a,Health Care,Hospital/Nursing Management, SERVICES,MISC HEALTH & ALLIED SERVICES_ NEC,DE
DVAX,1029142,DYNAVAX TECHNOLOGIES CORP,2004,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
DVCR,919956,Diversicare Healthcare Services  Inc.,n/a,Health Care,Hospital/Nursing Management, SERVICES,SKILLED NURSING CARE FACILITIES,DE
DVD,1017673,DOVER MOTORSPORTS INC,1996,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,AMUSEMENT & RECREATION SERVICES,DE
DVN,1090012,DEVON ENERGY CORP/DE,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
DWSN,799165,DAWSON GEOPHYSICAL CO,n/a,Energy,Oil & Gas Production, OIL AND GAS FIELD EXPLORATION SERVICES, OIL AND GAS FIELD EXPLORATION SERVICES,TX
DX,826675,DYNEX CAPITAL INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,VA
DXC,1688568,DXC Technology Co,n/a,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,NV
DXCM,1093557,DEXCOM INC,2005,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
DXLG,813298,DESTINATION XL GROUP  INC.,n/a,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,FAMILY CLOTHING STORES,DE
DXPE,1020710,DXP ENTERPRISES INC,n/a,Capital Goods,Industrial Machinery/Components, WHOLESALE,INDUSTRIAL MACHINERY & EQUIPMENT,TX
DXR,27367,DAXOR CORP,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,NY
DXYN,29332,DIXIE GROUP INC,n/a,Consumer Durables,Home Furnishings, CARPETS AND RUGS, CARPETS AND RUGS,TN
DY,67215,DYCOM INDUSTRIES INC,n/a,Basic Industries,Water Supply, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION,FL
DYNT,720875,DYNATRONICS CORP,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,UT
DYSL,30831,DYNASIL CORP OF AMERICA,n/a,Capital Goods,Industrial Machinery/Components, GLASS_ GLASSWARE_ PRESSED OR BLOWN, GLASS_ GLASSWARE_ PRESSED OR BLOWN,DE
DZSI,1101680,DASAN ZHONE SOLUTIONS INC,n/a,Public Utilities,Telecommunications Equipment, TELEPHONE & TELEGRAPH APPARATUS, TELEPHONE & TELEGRAPH APPARATUS,DE
EA,712515,ELECTRONIC ARTS INC.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
EAF,931148,GRAFTECH INTERNATIONAL LTD,2018,Energy,Industrial Machinery/Components, ELECTRICAL INDUSTRIAL APPARATUS, ELECTRICAL INDUSTRIAL APPARATUS,nan
EARN,1560672,Ellington Residential Mortgage REIT,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EAST,1534708,Eastside Distilling  Inc.,n/a,Consumer Non-Durables,Beverages (Production/Distribution), BEVERAGES, BEVERAGES,NV
EAT,703351,BRINKER INTERNATIONAL INC,n/a,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
EB,1475115,Eventbrite  Inc.,2018,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
EBAY,1065088,EBAY INC,1998,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
EBF,33002,ENNIS  INC.,n/a,Consumer Services,Office Equipment/Supplies/Services, MANIFOLD BUSINESS FORMS, MANIFOLD BUSINESS FORMS,TX
EBIX,814549,EBIX INC,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,DE
EBS,1367644,Emergent BioSolutions Inc.,2006,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
EBSB,1411974,MERIDIAN INTERSTATE BANCORP INC,n/a,Finance,Major Banks, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED,nan
EBTC,1018399,ENTERPRISE BANCORP INC /MA/,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MA
ECHO,1426945,Echo Global Logistics  Inc.,2009,Transportation,Oil Refining/Marketing, ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO, ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,DE
ECL,31462,ECOLAB INC.,n/a,Basic Industries,Package Goods/Cosmetics, SOAP_ DETERGENT_ CLEANING PREPARATIONS_ PERFUMES_ COSMETICS, SOAP_ DETERGENT_ CLEANING PREPARATIONS_ PERFUMES_ COSMETICS,DE
ECOL,742126,US ECOLOGY  INC.,n/a,Public Utilities,Environmental Services, REFUSE SYSTEMS, REFUSE SYSTEMS,DE
ECOR,1560258,electroCore  Inc.,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,DE
ECPG,1084961,ENCORE CAPITAL GROUP INC,n/a,Finance,Finance Companies, SHORT,TERM BUSINESS CREDIT INSTITUTIONS,DE
ED,1047862,CONSOLIDATED EDISON INC,n/a,Public Utilities,Power Generation, ELECTRIC & OTHER SERVICES COMBINED, ELECTRIC & OTHER SERVICES COMBINED,NY
EDIT,1650664,Editas Medicine  Inc.,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
EDUC,31667,EDUCATIONAL DEVELOPMENT CORP,n/a,Consumer Durables,Consumer Specialties, WHOLESALE,MISCELLANEOUS NONDURABLE GOODS,DE
EE,31978,EL PASO ELECTRIC CO /TX/,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,TX
EEFT,1029199,EURONET WORLDWIDE INC,1997,Finance,Investment Bankers/Brokers/Service, FUNCTIONS RELATED TO DEPOSITORY BANKING_ NEC, FUNCTIONS RELATED TO DEPOSITORY BANKING_ NEC,DE
EEI,809933,ECOLOGY & ENVIRONMENT INC,1987,Consumer Services,Military/Government/Technical, SERVICES,ENGINEERING SERVICES,NY
EEX,1579214,Emerald Expositions Events  Inc.,2017,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
EFC,1411342,Ellington Financial Inc.,2010,Finance,Real Estate, REAL ESTATE, REAL ESTATE,DE
EFII,867374,ELECTRONICS FOR IMAGING INC,1992,Technology,Computer Communications Equipment, COMPUTER COMMUNICATIONS EQUIPMENT, COMPUTER COMMUNICATIONS EQUIPMENT,DE
EFOI,924168,ENERGY FOCUS  INC/DE,n/a,Consumer Durables,Building Products, ELECTRIC LIGHTING & WIRING EQUIPMENT, ELECTRIC LIGHTING & WIRING EQUIPMENT,DE
EFSC,1025835,ENTERPRISE FINANCIAL SERVICES CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
EFX,33185,EQUIFAX INC,n/a,Finance,Finance: Consumer Services, SERVICES,CONSUMER CREDIT REPORTING_ COLLECTION AGENCIES,GA
EGAN,1066194,EGAIN Corp,1999,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
EGBN,1050441,EAGLE BANCORP INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MD
EGHT,1023731,8X8 INC /DE/,n/a,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,DE
EGLE,1322439,Eagle Bulk Shipping Inc.,n/a,Transportation,Marine Transportation, DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT, DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,1T
EGOV,1065332,NIC INC,1999,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
EGP,49600,EASTGROUP PROPERTIES INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EGRX,827871,EAGLE PHARMACEUTICALS  INC.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
EGY,894627,VAALCO ENERGY INC /DE/,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
EHC,785161,Encompass Health Corp,n/a,Health Care,Hospital/Nursing Management, SERVICES,HOSPITALS,DE
EHTH,1333493,eHealth  Inc.,2006,Finance,Specialty Insurers, INSURANCE AGENTS BROKERS & SERVICES, INSURANCE AGENTS BROKERS & SERVICES,DE
EIG,1379041,Employers Holdings  Inc.,2007,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,NV
EIGI,1237746,Endurance International Group Holdings  Inc.,2013,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
EIGR,1305253,Eiger BioPharmaceuticals  Inc.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),nan
EIX,827052,EDISON INTERNATIONAL,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,CA
EKSO,1549084,EKSO BIONICS HOLDINGS  INC.,n/a,Capital Goods,Industrial Machinery/Components, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT_ NEC, GENERAL INDUSTRIAL MACHINERY & EQUIPMENT_ NEC,NV
EL,1001250,ESTEE LAUDER COMPANIES INC,1995,Consumer Non-Durables,Package Goods/Cosmetics, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS,DE
ELAN,1739104,Elanco Animal Health Inc,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,nan
ELF,1600033,e.l.f. Beauty  Inc.,2016,Consumer Non-Durables,Package Goods/Cosmetics, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS,DE
ELGX,1013606,ENDOLOGIX INC /DE/,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ELMD,1488917,Electromed  Inc.,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,nan
ELS,895417,EQUITY LIFESTYLE PROPERTIES INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
ELSE,351789,ELECTRO SENSORS INC,n/a,Capital Goods,Industrial Machinery/Components, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL,MN
ELVT,1651094,Elevate Credit  Inc.,2017,Finance,Finance: Consumer Services, FINANCE SERVICES, FINANCE SERVICES,DE
EMAN,1046995,EMAGIN CORP,n/a,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
EMCI,356130,EMC INSURANCE GROUP INC,1982,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,IA
EME,105634,EMCOR GROUP INC,n/a,Capital Goods,Engineering & Construction, ELECTRICAL WORK, ELECTRICAL WORK,DE
EMKR,808326,EMCORE CORP,1997,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,NJ
EML,31107,EASTERN CO,n/a,Capital Goods,Industrial Machinery/Components, CUTLERY_ HANDTOOLS & GENERAL HARDWARE, CUTLERY_ HANDTOOLS & GENERAL HARDWARE,CT
EMMS,783005,EMMIS COMMUNICATIONS CORP,1994,Consumer Services,Broadcasting, RADIO BROADCASTING STATIONS, RADIO BROADCASTING STATIONS,IN
EMN,915389,EASTMAN CHEMICAL CO,n/a,Basic Industries,Major Chemicals, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS,DE
EMR,32604,EMERSON ELECTRIC CO,n/a,Energy,Consumer Electronics/Appliances, ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP), ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),MO
ENDP,1593034,Endo International plc,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,L2
ENFC,1522327,Entegra Financial Corp.,2014,Finance,Banks, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED, SAVINGS INSTITUTIONS_ NOT FEDERALLY CHARTERED,nan
ENG,933738,ENGLOBAL CORP,n/a,Consumer Services,Military/Government/Technical, SERVICES,ENGINEERING SERVICES,NV
ENPH,1463101,Enphase Energy  Inc.,2012,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
ENR,1632790,ENERGIZER HOLDINGS  INC.,2015,Miscellaneous,Industrial Machinery/Components, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES,MO
ENS,1289308,EnerSys,2004,Consumer Non-Durables,Telecommunications Equipment, WHOLESALE,ELECTRICAL APPARATUS & EQUIPMENT_ WIRING SUPPLIES,DE
ENSG,1125376,ENSIGN GROUP  INC,2007,Health Care,Hospital/Nursing Management, SERVICES,SKILLED NURSING CARE FACILITIES,nan
ENSV,319458,Enservco Corp,n/a,Energy,Oilfield Services/Equipment, OIL_ GAS FIELD SERVICES_ NBC, OIL_ GAS FIELD SERVICES_ NBC,DE
ENT,1512077,Global Eagle Entertainment Inc.,2011,Consumer Services,Telecommunications Equipment, COMMUNICATION SERVICES_ NEC, COMMUNICATION SERVICES_ NEC,DE
ENTA,1177648,ENANTA PHARMACEUTICALS INC,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ENTG,1101302,ENTEGRIS INC,2000,Consumer Non-Durables,Plastic Products, PLASTICS PRODUCTS_ NEC, PLASTICS PRODUCTS_ NEC,DE
ENV,1337619,ENVESTNET  INC.,2010,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
ENVA,1529864,Enova International  Inc.,2014,Finance,Finance: Consumer Services, PERSONAL CREDIT INSTITUTIONS, PERSONAL CREDIT INSTITUTIONS,DE
ENZ,316253,ENZO BIOCHEM INC,n/a,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,NY
EOG,821189,EOG RESOURCES INC,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
EOLS,1570562,Evolus  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
EPAM,1352010,EPAM Systems  Inc.,2012,Technology,EDP Services, SERVICES,COMPUTER PROGRAMMING SERVICES,DE
EPAY,1073349,BOTTOMLINE TECHNOLOGIES INC /DE/,1999,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
EPC,1096752,EDGEWELL PERSONAL CARE Co,n/a,Consumer Non-Durables,Package Goods/Cosmetics, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS, PERFUMES_ COSMETICS & OTHER TOILET PREPARATIONS,MO
EPM,1006655,EVOLUTION PETROLEUM CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,NV
EPR,1045450,EPR PROPERTIES,1997,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EPRT,1728951,ESSENTIAL PROPERTIES REALTY TRUST  INC.,2018,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EPZM,1571498,Epizyme  Inc.,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
EQ,1746466,Equillium  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
EQC,803649,Equity Commonwealth,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EQH,1333986,AXA Equitable Holdings  Inc.,2018,Finance,Specialty Insurers, INSURANCE AGENTS BROKERS & SERVICES, INSURANCE AGENTS BROKERS & SERVICES,DE
EQIX,1101239,EQUINIX INC,2000,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,DE
EQR,906107,EQUITY RESIDENTIAL,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
EQT,33213,EQT Corp,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,PA
ERA,1525221,ERA GROUP INC.,n/a,Transportation,Transportation Services, AIR TRANSPORTATION_ NONSCHEDULED, AIR TRANSPORTATION_ NONSCHEDULED,nan
ERI,1590895,Eldorado Resorts  Inc.,n/a,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,NV
ERIE,922621,ERIE INDEMNITY CO,n/a,Finance,Specialty Insurers, INSURANCE AGENTS BROKERS & SERVICES, INSURANCE AGENTS BROKERS & SERVICES,PA
ERII,1421517,Energy Recovery  Inc.,2008,Technology,Industrial Machinery/Components, SPECIAL INDUSTRY MACHINERY_ NEC, SPECIAL INDUSTRY MACHINERY_ NEC,DE
ES,72741,EVERSOURCE ENERGY,n/a,Public Utilities,Electric Utilities: Central, ELECTRIC SERVICES, ELECTRIC SERVICES,MA
ESE,866706,ESCO TECHNOLOGIES INC,n/a,Capital Goods,Telecommunications Equipment, COMMUNICATIONS EQUIPMENT_ NEC, COMMUNICATIONS EQUIPMENT_ NEC,MO
ESGR,1363829,Enstar Group LTD,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,D0
ESI,1590714,Element Solutions Inc,2014,Basic Industries,Major Chemicals, MISCELLANEOUS CHEMICAL PRODUCTS, MISCELLANEOUS CHEMICAL PRODUCTS,nan
